tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	9129	0	live	PRPF3	HPRP3, HPRP3P, PRP3, Prp3p, RP18, SNRNP90	pre-mRNA processing factor 3	U4/U6 small nuclear ribonucleoprotein Prp3|PRP3 pre-mRNA processing factor 3 homolog|U4/U6 snRNP 90 kDa protein|U4/U6-associated RNA splicing factor|pre-mRNA-splicing factor 3	1q21.2	1	NC_000001.11	150321468	150353233	plus	19	607301	
9606	Homo sapiens	3093	0	live	UBE2K	E2-25K, HIP2, HYPG, LIG, UBC1	ubiquitin conjugating enzyme E2 K	ubiquitin-conjugating enzyme E2 K|E2 ubiquitin-conjugating enzyme K|E2(25K)|HIP-2|huntingtin-interacting protein 2|ubiquitin carrier protein|ubiquitin conjugating enzyme E2K|ubiquitin-conjugating enzyme E2(25K)|ubiquitin-conjugating enzyme E2-25 KDA|ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)|ubiquitin-protein ligase	4p14	4	NC_000004.12	39698136	39782792	plus	8	602846	
9606	Homo sapiens	59343	0	live	SENP2	AXAM2, SMT3IP2	SUMO specific peptidase 2	sentrin-specific protease 2|SMT3-specific isopeptidase 2|SUMO1/sentrin/SMT3 specific peptidase 2|SUMO1/sentrin/SMT3 specific protease 2|sentrin (SUMO1) specific peptidase 2|sentrin/SUMO-specific protease SENP2	3q27.2	3	NC_000003.12	185586295	185633551	plus	17	608261	
9606	Homo sapiens	25865	0	live	PRKD2	HSPC187, PKD2, nPKC-D2	protein kinase D2	serine/threonine-protein kinase D2	19q13.32	19	NC_000019.10	46674316	46717114	minus	20	607074	
9606	Homo sapiens	8975	0	live	USP13	ISOT3, IsoT-3	ubiquitin specific peptidase 13	ubiquitin carboxyl-terminal hydrolase 13|deubiquitinating enzyme 13|ubiquitin specific peptidase 13 (isopeptidase T-3)|ubiquitin specific protease 13 (isopeptidase T-3)|ubiquitin thioesterase 13|ubiquitin thiolesterase 13|ubiquitin-specific-processing protease 13	3q26.33	3	NC_000003.12	179653040	179789401	plus	22	603591	
9606	Homo sapiens	79109	0	live	MAPKAP1	JC310, MIP1, SIN1, SIN1b, SIN1g	MAPK associated protein 1	target of rapamycin complex 2 subunit MAPKAP1|MEKK2-interacting protein 1|SAPK-interacting protein 1|TORC2 subunit MAPKAP1|mSIN1|mitogen-activated protein kinase 2-associated protein 1|mitogen-activated protein kinase associated protein 1|ras inhibitor MGC2745|stress-activated map kinase interacting protein 1|stress-activated protein kinase-interacting 1	9q33.3	9	NC_000009.12	125437394	125707208	minus	13	610558	
9606	Homo sapiens	11160	0	live	ERLIN2	C8orf2, Erlin-2, NET32, SPFH2, SPG18, SPG18A, SPG18B	ER lipid raft associated 2	erlin-2|SPFH domain family, member 2|endoplasmic reticulum lipid raft-associated protein 2|epididymis secretory sperm binding protein|spastic paraplegia 18 (autosomal dominant)|stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2	8p11.23	8	NC_000008.11	37736634	37758422	plus	14	611605	
9606	Homo sapiens	2632	0	live	GBE1	APBD, GBE, GSD4	1,4-alpha-glucan branching enzyme 1	1,4-alpha-glucan-branching enzyme|amylo-(1,4 to 1,6) transglucosidase|amylo-(1,4 to 1,6) transglycosylase|brancher enzyme|glucan (1,4-alpha-), branching enzyme 1|glycogen branching enzyme	3p12.2	3	NC_000003.12	81489703	81761645	minus	17	607839	
9606	Homo sapiens	715	0	live	C1R	EDS8, EDSPD1	complement C1r	complement C1r subcomponent|complement component 1, r subcomponent	12p13.31	12	NC_000012.12	7080219	7092445	minus	12	613785	
9606	Homo sapiens	57646	0	live	USP28		ubiquitin specific peptidase 28	ubiquitin carboxyl-terminal hydrolase 28|deubiquitinating enzyme 28|ubiquitin thioesterase 28|ubiquitin thiolesterase 28|ubiquitin-specific-processing protease 28	11q23.2	11	NC_000011.10	113797875	113875572	minus	31	610748	
9606	Homo sapiens	5095	0	live	PCCA		propionyl-CoA carboxylase subunit alpha	propionyl-CoA carboxylase alpha chain, mitochondrial|PCCase alpha subunit|pccA complementation group|propanoyl-CoA:carbon dioxide ligase alpha subunit|propionyl CoA carboxylase, alpha polypeptide|propionyl Coenzyme A carboxylase, alpha polypeptide|propionyl-CoA carboxylase alpha subunit	13q32.3	13	NC_000013.11	100089093	100530435	plus	34	232000	
9606	Homo sapiens	23543	0	live	RBFOX2	FOX2, Fox-2, HNRBP2, HRNBP2, RBM9, RTA, dJ106I20.3, fxh	RNA binding fox-1 homolog 2	RNA binding protein fox-1 homolog 2|RNA binding protein, fox-1 homolog 2|RNA-binding motif protein 9|fox-1 homolog B|fox-1 homologue|hexaribonucleotide-binding protein 2|repressor of tamoxifen transcriptional activity	22q12.3	22	NC_000022.11	35738736	36028824	minus	22	612149	
9606	Homo sapiens	9052	0	live	GPRC5A	GPCR5A, PEIG-1, RAI3, RAIG1, TIG1	G protein-coupled receptor class C group 5 member A	retinoic acid-induced protein 3|G-protein coupled receptor family C group 5 member A|TPA induced gene 1|orphan G-protein-coupling receptor PEIG-1|phorbol ester induced gene 1|phorbol ester induced protein-1|retinoic acid induced 3|retinoic acid responsive|retinoic acid-induced gene 1 protein	12p13.1	12	NC_000012.12	12891562	12917937	plus	4	604138	
9606	Homo sapiens	160728	0	live	SLC5A8	AIT, SMCT, SMCT1	solute carrier family 5 member 8	sodium-coupled monocarboxylate transporter 1|apical iodide transporter|electrogenic sodium monocarboxylate cotransporter|sodium iodide-related cotransporter|solute carrier family 5 (iodide transporter), member 8|solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8	12q23.1-q23.2	12	NC_000012.12	101155493	101210238	minus	17	608044	
9606	Homo sapiens	84464	0	live	SLX4	BTBD12, FANCP, MUS312	SLX4 structure-specific endonuclease subunit	structure-specific endonuclease subunit SLX4|BTB/POZ domain-containing protein 12	16p13.3	16	NC_000016.10	3581181	3611606	minus	16	613278	
9606	Homo sapiens	3151	0	live	HMGN2	HMG17	high mobility group nucleosomal binding domain 2	non-histone chromosomal protein HMG-17|high mobility group nucleosome-binding domain-containing protein 2|high mobility group protein N2|high-mobility group (nonhistone chromosomal) protein 17|nonhistone chromosomal protein HMG-17	1p36.11	1	NC_000001.11	26472440	26476642	plus	6	163910	
9606	Homo sapiens	6813	0	live	STXBP2	FHL5, Hunc18b, MUNC18-2, UNC18-2, UNC18B, pp10122, unc-18B	syntaxin binding protein 2	syntaxin-binding protein 2|protein unc-18 homolog B	19p13.2	19	NC_000019.10	7629793	7647873	plus	23	601717	
9606	Homo sapiens	1292	0	live	COL6A2	BTHLM1, BTHLM1B, PP3610, UCMD1, UCMD1B	collagen type VI alpha 2 chain	collagen alpha-2(VI) chain|collagen VI, alpha-2 polypeptide|collagen, type VI, alpha 2|epididymis secretory sperm binding protein|human mRNA for collagen VI alpha-2 C-terminal globular domain	21q22.3	21	NC_000021.9	46098112	46132848	plus	29	120240	
9606	Homo sapiens	8879	0	live	SGPL1	NPHS14, RENI, S1PL, SPL	sphingosine-1-phosphate lyase 1	sphingosine-1-phosphate lyase 1|SP-lyase 1|SPL 1|hSPL|sphingosine-1-phosphate aldolase	10q22.1	10	NC_000010.11	70815948	70881184	plus	16	603729	
9606	Homo sapiens	2580	0	live	GAK	DNAJ26, DNAJC26	cyclin G associated kinase	cyclin-G-associated kinase|auxilin-2	4p16.3	4	NC_000004.12	849277	932316	minus	33	602052	
9606	Homo sapiens	23192	0	live	ATG4B	APG4B, AUTL1, HsAPG4B	autophagy related 4B cysteine peptidase	cysteine protease ATG4B|APG4 autophagy 4 homolog B|ATG4 autophagy related 4 homolog B|AUT-like 1 cysteine endopeptidase|autophagin-1|autophagy-related cysteine endopeptidase 1|autophagy-related protein 4 homolog B|hAPG4B	2q37.3	2	NC_000002.12	241637693	241673857	plus	15	611338	
9606	Homo sapiens	9559	0	live	VPS26A	HB58, Hbeta58, PEP8A, VPS26	VPS26 retromer complex component A	vacuolar protein sorting-associated protein 26A|VPS26 retromer complex comonent A|vacuolar protein sorting 26 homolog A|vesicle protein sorting 26A	10q22.1	10	NC_000010.11	69124178	69174412	plus	10	605506	
9606	Homo sapiens	4750	0	live	NEK1	ALS24, NY-REN-55, OFD2, SRPS2, SRPS2A, SRTD6	NIMA related kinase 1	serine/threonine-protein kinase Nek1|NIMA (never in mitosis gene a)-related kinase 1|never in mitosis A-related kinase 1|nimA-related protein kinase 1|protein-serine/threonine kinase|renal carcinoma antigen NY-REN-55	4q33	4	NC_000004.12	169392809	169612583	minus	38	604588	
9606	Homo sapiens	29997	0	live	NOP53	GLTSCR2, PICT-1, PICT1	NOP53 ribosome biogenesis factor	ribosome biogenesis protein NOP53|glioma tumor suppressor candidate region gene 2 protein|p60|protein interacting with carboxyl terminus 1	19q13.33	19	NC_000019.10	47745546	47757058	plus	13	605691	
9606	Homo sapiens	26088	0	live	GGA1		golgi associated, gamma adaptin ear containing, ARF binding protein 1	ADP-ribosylation factor-binding protein GGA1|ADP-ribosylation factor binding protein 1|gamma-adaptin related protein 1|golgi-localized, gamma ear-containing, ARF-binding protein 1	22q13.1	22	NC_000022.11	37608834	37633564	plus	21	606004	
9606	Homo sapiens	55755	0	live	CDK5RAP2	C48, Cep215, MCPH3	CDK5 regulatory subunit associated protein 2	CDK5 regulatory subunit-associated protein 2|CDK5 activator-binding protein C48|centrosomal protein 215 kDa|centrosomin	9q33.2	9	NC_000009.12	120388875	120580167	minus	39	608201	
9606	Homo sapiens	7818	0	live	DAP3	DAP-3, MRP-S29, MRPS29, S29mt, bMRP-10, mS29	death associated protein 3	small ribosomal subunit protein mS29|28S ribosomal protein S29, mitochondrial|ionizing radiation resistance conferring protein|mitochondrial 28S ribosomal protein S29|mitochondrial small ribosomal subunit protein mS29	1q22	1	NC_000001.11	155687948	155739010	plus	15	602074	
9606	Homo sapiens	2760	0	live	GM2A	GM2-APP, SAP-3, GM2A	ganglioside GM2 activator	ganglioside GM2 activator|GM2 ganglioside activator|GM2-activator protein|cerebroside sulfate activator protein|shingolipid activator protein 3|sphingolipid activator protein 3	5q33.1	5	NC_000005.10	151253185	151270440	plus	4	613109	
9606	Homo sapiens	5718	0	live	PSMD12	Rpn5, STISS, p55	proteasome 26S subunit, non-ATPase 12	26S proteasome non-ATPase regulatory subunit 12|26S proteasome regulatory subunit RPN5|26S proteasome regulatory subunit p55|proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	17q24.2	17	NC_000017.11	67337916	67366577	minus	13	604450	
9606	Homo sapiens	4624	0	live	MYH6	ASD3, CMD1EE, CMH14, MYHC, MYHCA, SSS3, alpha-MHC	myosin heavy chain 6	myosin-6|myHC-alpha|myosin, heavy polypeptide 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)	14q11.2	14	NC_000014.9	23381987	23408273	minus	39	160710	
9606	Homo sapiens	93974	0	live	ATP5IF1	ATPI, ATPIF1, ATPIP, IP	ATP synthase inhibitory factor subunit 1	ATPase inhibitor, mitochondrial|ATP synthase F1 subunit epsilon|ATP synthase inhibitor protein|ATPase inhibitor protein|ATPase inhibitory factor 1|IF(1)|IF1|inhibitor of F(1)F(o)-ATPase	1p35.3	1	NC_000001.11	28236124	28238100	plus	3	614981	
9606	Homo sapiens	29883	0	live	CNOT7	CAF-1, CAF1, Caf1a, hCAF-1	CCR4-NOT transcription complex subunit 7	CCR4-NOT transcription complex subunit 7|BTG1-binding factor 1|CCR4-associated factor 1|carbon catabolite repressor protein (CCR4)-associative factor 1	8p22	8	NC_000008.11	17224966	17246857	minus	12	604913	
9606	Homo sapiens	2245	0	live	FGD1	AAS, FGDY, MRXS16, ZFYVE3	FYVE, RhoGEF and PH domain containing 1	FYVE, RhoGEF and PH domain-containing protein 1|faciogenital dysplasia 1 protein|rho/Rac GEF|rho/Rac guanine nucleotide exchange factor FGD1|zinc finger FYVE domain-containing protein 3	Xp11.22	X	NC_000023.11	54445454	54496234	minus	18	300546	
9606	Homo sapiens	84417	0	live	ECRG4	C2orf40	ECRG4 augurin precursor	augurin|esophageal cancer related gene 4 protein	2q12.2	2	NC_000002.12	106063241	106078155	plus	7	611752	
9606	Homo sapiens	114907	0	live	FBXO32	Fbx32, MAFbx	F-box protein 32	F-box only protein 32|atrogin 1|muscle atrophy F-box protein	8q24.13	8	NC_000008.11	123497889	123541206	minus	9	606604	
9606	Homo sapiens	79784	0	live	MYH14	DFNA4, DFNA4A, FP17425, MHC16, MYH17, NMHC II-C, NMHC-II-C, PNMHH, myosin	myosin heavy chain 14	myosin-14|MYH14 variant protein|myosin heavy chain, non-muscle IIc|myosin, heavy chain 14, non-muscle|myosin, heavy polypeptide 14|non-muscle myosin heavy chain IIc|nonmuscle myosin heavy chain II-C	19q13.33	19	NC_000019.10	50203622	50310540	plus	43	608568	
9606	Homo sapiens	55388	0	live	MCM10	CNA43, DNA43, IMD80, PRO2249	minichromosome maintenance 10 replication initiation factor	protein MCM10 homolog|MCM10 minichromosome maintenance deficient 10|homolog of yeast MCM10|hsMCM10|minichromosome maintenance complex component 10	10p13	10	NC_000010.11	13161558	13211110	plus	20	609357	
9606	Homo sapiens	6635	0	live	SNRPE	HYPT11, SME, Sm-E, snRNP-E	small nuclear ribonucleoprotein polypeptide E	small nuclear ribonucleoprotein E|sm protein E	1q32.1	1	NC_000001.11	203861599	203871152	plus	6	128260	
9606	Homo sapiens	55847	0	live	CISD1	C10orf70, MDS029, ZCD1, mitoNEET	CDGSH iron sulfur domain 1	CDGSH iron-sulfur domain-containing protein 1|cysteine transaminase CISD1|zinc finger CDGSH-type domain 1	10q21.1	10	NC_000010.11	58269162	58289586	plus	3	611932	
9606	Homo sapiens	9856	0	live	KIAA0319	DYLX2, DYX2, NMIG	KIAA0319	dyslexia-associated protein KIAA0319|dyslexia susceptibility 2|neuronal migration	6p22.3	6	NC_000006.12	24540141	24646191	minus	24	609269	
9606	Homo sapiens	3960	0	live	LGALS4	GAL4, L36LBP	galectin 4	galectin-4|L-36 lactose-binding protein|antigen NY-CO-27|gal-4|lactose-binding lectin 4|lectin, galactoside-binding, soluble, 4	19q13.2	19	NC_000019.10	38801674	38812945	minus	10	602518	
9606	Homo sapiens	147	0	live	ADRA1B	ADRA1, ALPHA1BAR	adrenoceptor alpha 1B	alpha-1B adrenergic receptor|adrenergic, alpha-1B-, receptor|alpha-1B adrenoceptor|alpha-1B adrenoreceptor	5q33.3	5	NC_000005.10	159865086	159989205	plus	10	104220	
9606	Homo sapiens	57082	0	live	KNL1	AF15Q14, CASC5, CT29, D40, MCPH4, PPP1R55, Spc7, hKNL-1, hSpc105	kinetochore scaffold 1	kinetochore scaffold 1|ALL1-fused gene from chromosome 15q14 protein|blinkin, bub-linking kinetochore protein|cancer susceptibility candidate 5|cancer susceptibility candidate gene 5 protein|cancer/testis antigen 29|kinetochore null 1 homolog|kinetochore-null protein 1|microcephaly, primary autosomal recessive 4|protein phosphatase 1, regulatory subunit 55	15q15.1	15	NC_000015.10	40594249	40664342	plus	27	609173	
9606	Homo sapiens	7405	0	live	UVRAG	DHTX, VPS38, p63	UV radiation resistance associated	UV radiation resistance-associated gene protein|beclin 1 binding protein|disrupted in heterotaxy	11q13.5	11	NC_000011.10	75815210	76144232	plus	23	602493	
9606	Homo sapiens	3954	0	live	LETM1	CONDMIM, KHE, Mdm38, SLC55A1	leucine zipper and EF-hand containing transmembrane protein 1	mitochondrial proton/calcium exchanger protein|LETM1 and EF-hand domain-containing protein 1, mitochondrial|Mdm38 homolog|electroneutral mitochondrial K(+)/H(+)exchanger|leucine zipper-EF-hand containing transmembrane protein 1	4p16.3	4	NC_000004.12	1811479	1856156	minus	15	604407	
9606	Homo sapiens	57111	0	live	RAB25	CATX-8, RAB11C	RAB25, member RAS oncogene family	ras-related protein Rab-25	1q22	1	NC_000001.11	156061160	156070504	plus	5	612942	
9606	Homo sapiens	9045	0	live	RPL14	CAG-ISL-7, CTG-B33, L14, RL14, eL14, hRL14	ribosomal protein L14	large ribosomal subunit protein eL14|60S ribosomal protein L14	3p22.1	3	NC_000003.12	40457339	40468587	plus	6	617414	
9606	Homo sapiens	643834	0	live	PGA3		pepsinogen A3	pepsin A-3|pepsinogen 3, group I (pepsinogen A)|pepsinogen-3	11q12.2	11	NC_000011.10	61203515	61213098	plus	9	169710	
9606	Homo sapiens	3913	0	live	LAMB2	LAMS, NPHS5, PIERS	laminin subunit beta 2	laminin subunit beta-2|S-LAM beta|S-laminin subunit beta|laminin B1s chain|laminin S|laminin, beta 2 (laminin S)	3p21.31	3	NC_000003.12	49121114	49133050	minus	33	150325	
9606	Homo sapiens	829	0	live	CAPZA1	CAPPA1, CAPZ, CAZ1	capping actin protein of muscle Z-line subunit alpha 1	F-actin-capping protein subunit alpha-1|Cap Z|capZ alpha-1|capping actin protein of muscle Z-line alpha subunit 1|capping protein (actin filament) muscle Z-line, alpha 1	1p13.2	1	NC_000001.11	112619832	112671616	plus	11	601580	
9606	Homo sapiens	8867	0	live	SYNJ1	DEE53, EIEE53, INPP5G, PARK20	synaptojanin 1	synaptojanin-1|inositol 5'-phosphatase (synaptojanin 1)|inositol polyphosphate-5-phosphatase G|phosphoinositide 5-phosphatase|synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1|synaptojanin-1, polyphosphoinositide phosphatase	21q22.11	21	NC_000021.9	32628759	32728394	minus	34	604297	
9606	Homo sapiens	3293	0	live	HSD17B3	EDH17B3, SDR12C2	hydroxysteroid 17-beta dehydrogenase 3	17-beta-hydroxysteroid dehydrogenase type 3|17-beta-HSD 3|17-beta-HSD3|estradiol 17-beta-dehydrogenase 2|hydroxysteroid dehydrogenase 3|short chain dehydrogenase/reductase family 12C member 2|testicular 17-beta-hydroxysteroid dehydrogenase|testosterone 17-beta-dehydrogenase 3	9q22.32	9	NC_000009.12	96235306	96302176	minus	11	605573	
9606	Homo sapiens	114902	0	live	C1QTNF5	CTRP5, MFRP	C1q and TNF related 5	complement C1q tumor necrosis factor-related protein 5|C1q TNF-alpha-related protein 5|C1q and tumor necrosis factor related protein 5|Membrane frizzled-related protein|myonectin	11q23.3	11	NC_000011.10	119338942	119346705	minus	15	608752	
9606	Homo sapiens	57144	0	live	PAK5	PAK7	p21 (RAC1) activated kinase 5	serine/threonine-protein kinase PAK 5|PAK-5|PAK-7|p21 (RAC1) activated kinase 7|p21 protein (Cdc42/Rac)-activated kinase 7|p21(CDKN1A)-activated kinase 7|p21-activated kinase 5|p21-activated kinase 7|p21CDKN1A-activated kinase 7|protein kinase PAK5|serine/threonine-protein kinase PAK 7|serine/threonine-protein kinase PAK7	20p12.2	20	NC_000020.11	9537370	9839076	minus	16	608038	
9606	Homo sapiens	2186	0	live	BPTF	FAC1, FALZ, NEDDFL, NURF301	bromodomain PHD finger transcription factor	nucleosome-remodeling factor subunit BPTF|bromodomain and PHD domain transcription factor|bromodomain and PHD finger-containing transcription factor|fetal Alz-50 clone 1 protein|fetal Alz-50 reactive clone 1|fetal Alzheimer antigen|nucleosome remodeling factor, large subunit	17q24.2	17	NC_000017.11	67825503	67984378	plus	34	601819	
9606	Homo sapiens	5902	0	live	RANBP1	HTF9A	RAN binding protein 1	ran-specific GTPase-activating protein|HpaII tiny fragments locus 9A|testis secretory sperm-binding protein Li 221n	22q11.21	22	NC_000022.11	20116104	20127355	plus	9	601180	
9606	Homo sapiens	4811	0	live	NID1	NID	nidogen 1	nidogen-1|NID-1|enactin|entactin|epididymis secretory sperm binding protein	1q42.3	1	NC_000001.11	235975830	236065090	minus	20	131390	
9606	Homo sapiens	6137	0	live	RPL13	BBC1, D16S444E, D16S44E, L13, SEMDIST, eL13	ribosomal protein L13	large ribosomal subunit protein eL13|60S ribosomal protein L13|breast basic conserved 1|breast basic conserved protein 1	17p11.2	16	NC_000016.10	89560657	89566829	plus	7	113703	
9606	Homo sapiens	7084	0	live	TK2	MTDPS2, MTTK, PEOB3, SCA31-EXT, TK2	thymidine kinase 2	thymidine kinase 2, mitochondrial|thymidine kinase 2|2'-deoxyuridine kinase TK2|deoxycytidine kinase TK2|mitochondrial thymidine kinase|mt-TK	16q21	16	NC_000016.10	66508003	66550291	minus	11	188250	
9606	Homo sapiens	5800	0	live	PTPRO	GLEPP1, NPHS6, PTP-OC, PTP-U2T, PTPU2, R-PTP-O, PTPRO	protein tyrosine phosphatase receptor type O	receptor-type tyrosine-protein phosphatase O|PTP phi|PTPase U2|glomerular epithelial protein 1|osteoclastic transmembrane protein-tyrosine phosphatase|phosphotyrosine phosphatase U2|protein tyrosine phosphatase PTP-U2	12p13-p12	12	NC_000012.12	15322508	15598331	plus	28	600579	
9606	Homo sapiens	10276	0	live	NET1	ARHGEF8A, NET1	neuroepithelial cell transforming 1	neuroepithelial cell-transforming gene 1 protein|Rho guanine nucleotide exchange factor (GEF) 8|epididymis secretory sperm binding protein|guanine nucleotide regulatory protein (oncogene)|neuroepithelioma transforming gene 1|p65 Net1 proto-oncogene protein|small GTP-binding protein regulator	10p15.1	10	NC_000010.11	5412557	5459056	plus	13	606450	
9606	Homo sapiens	164	0	live	AP1G1	ADTG, CLAPG1, USRISD	adaptor related protein complex 1 subunit gamma 1	AP-1 complex subunit gamma-1|adapter-related protein complex 1 subunit gamma-1|adaptor protein complex AP-1 subunit gamma-1|adaptor related protein complex 1 gamma 1 subunit|clathrin assembly protein complex 1 gamma large chain|clathrin assembly protein complex 1 gamma-1 large chain|clathrin-associated/assembly/adaptor protein, large, gamma 1|gamma adaptin|gamma1-adaptin|golgi adaptor HA1/AP1 adaptin gamma subunit|golgi adaptor HA1/AP1 adaptin subunit gamma-1|testicular tissue protein Li 21	16q22.2	16	NC_000016.10	71729000	71808834	minus	24	603533	
9606	Homo sapiens	57531	0	live	HACE1	SPPRS	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase HACE1|HECT-type E3 ubiquitin transferase HACE1	6q16.3	6	NC_000006.12	104728094	104859919	minus	27	610876	
9606	Homo sapiens	5798	0	live	PTPRN	IA-2, IA-2/PTP, IA2, ICA512, R-PTP-N	protein tyrosine phosphatase receptor type N	receptor-type tyrosine-protein phosphatase-like N|ICA 512|PTP IA-2|insulinoma-associated tyrosine-phosphatase-like protein|islet cell antigen 2|islet cell antigen 512|islet cell autoantigen 3|protein tyrosine phosphatase-like N	2q35	2	NC_000002.12	219289623	219309401	minus	24	601773	
9606	Homo sapiens	3036	0	live	HAS1	HAS	hyaluronan synthase 1	hyaluronan synthase 1|HA synthase 1|hyaluronate synthase 1|hyaluronic acid synthase 1	19q13.41	19	NC_000019.10	51713112	51723991	minus	5	601463	
9606	Homo sapiens	23554	0	live	TSPAN12	EVR5, NET-2, NET2, TM4SF12	tetraspanin 12	tetraspanin-12|tetraspan NET-2|transmembrane 4 superfamily member 12|tspan-12	7q31.31	7	NC_000007.14	120787320	120858335	minus	10	613138	
9606	Homo sapiens	11253	0	live	MAN1B1	ERMAN1, ERManI, MANA-ER, MRT15	mannosidase alpha class 1B member 1	endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase|ER alpha 1,2-mannosidase|Man9GlcNAc2-specific processing alpha-mannosidase|endoplasmic Reticulum Class I alpha-mannosidase|endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase 1	9q34.3	9	NC_000009.12	137086985	137109183	plus	14	604346	
9606	Homo sapiens	81930	0	live	KIF18A	MS-KIF18A, PPP1R99	kinesin family member 18A	kinesin-like protein KIF18A|protein phosphatase 1, regulatory subunit 99	11p14.1	11	NC_000011.10	28020619	28108156	minus	18	611271	
9606	Homo sapiens	8667	0	live	EIF3H	EIF3S3, eIF3-gamma, eIF3-p40	eukaryotic translation initiation factor 3 subunit H	eukaryotic translation initiation factor 3 subunit H|eIF-3-gamma|eIF3 p40 subunit|eukaryotic translation initiation factor 3 subunit 3|eukaryotic translation initiation factor 3, subunit 2 (beta, 36kD)|eukaryotic translation initiation factor 3, subunit 3 (gamma, 40kD)|eukaryotic translation initiation factor 3, subunit 3 gamma, 40kDa	8q23.3-q24.11	8	NC_000008.11	116642130	116766374	minus	11	603912	
9606	Homo sapiens	35	0	live	ACADS	ACAD3, SCAD	acyl-CoA dehydrogenase short chain	short-chain specific acyl-CoA dehydrogenase, mitochondrial|acyl-CoA dehydrogenase, C-2 to C-3 short chain|acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain|butyryl-CoA dehydrogenase|epididymis secretory sperm binding protein|mitochondrial short-chain specific acyl-CoA dehydrogenase|unsaturated acyl-CoA reductase	12q24.31	12	NC_000012.12	120725826	120740008	plus	11	606885	
9606	Homo sapiens	91937	0	live	TIMD4	SMUCKLER, TIM4	T cell immunoglobulin and mucin domain containing 4	T-cell immunoglobulin and mucin domain-containing protein 4|T-cell immunoglobulin mucin receptor 4|T-cell membrane protein 4|TIM-4|TIMD-4	5q33.3	5	NC_000005.10	156919292	156963226	minus	10	610096	
9606	Homo sapiens	10617	0	live	STAMBP	AMSH, MICCAP	STAM binding protein	STAM-binding protein|associated molecule with the SH3 domain of STAM|endosome-associated ubiquitin isopeptidase|testicular secretory protein Li 54	2p13.1	2	NC_000002.12	73828961	73873656	plus	16	606247	
9606	Homo sapiens	5534	0	live	PPP3R1	CALNB1, CNB, CNB1	protein phosphatase 3 regulatory subunit B, alpha	calcineurin subunit B type 1|calcineurin B, type I (19kDa)|protein phosphatase 2B regulatory subunit 1|protein phosphatase 2B regulatory subunit B alpha	2p14	2	NC_000002.12	68178857	68252532	minus	6	601302	
9606	Homo sapiens	761	0	live	CA3	CAIII, Car3	carbonic anhydrase 3	carbonic anhydrase 3|CA-III|HEL-S-167mP|carbonate dehydratase III|carbonic anhydrase III, muscle specific|carbonic anhydrase IIII|epididymis secretory sperm binding protein Li 167mP	8q21.2	8	NC_000008.11	85438859	85449040	plus	7	114750	
9606	Homo sapiens	6874	0	live	TAF4	MRD73, TAF(II)130, TAF(II)135, TAF2C, TAF2C1A, TAFII-130, TAFII-135, TAFII130, TAFII135, TAF4	TATA-box binding protein associated factor 4	transcription initiation factor TFIID subunit 4|RNA polymerase II TBP-associated factor subunit C|TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa|TAF4A RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135 kD|TATA box binding protein (TBP)-associated factor, RNA polymerase II, C1, 130kD|TBP-associated factor 4|transcription initiation factor TFIID 130 kDa subunit|transcription initiation factor TFIID 135 kD subunit|transcription initiation factor TFIID 135 kDa subunit	20q13.33	20	NC_000020.11	61974798	62065881	minus	16	601796	
9606	Homo sapiens	6452	0	live	SH3BP2	3BP-2, 3BP2, CRBM, CRPM, RES4-23	SH3 domain binding protein 2	SH3 domain-binding protein 2|Abl-SH3 binding protein 2|TNFAIP3 interacting protein 2|epididymis secretory sperm binding protein	4p16.3	4	NC_000004.12	2793085	2841096	plus	16	602104	
9606	Homo sapiens	9688	0	live	NUP93	NIC96	nucleoporin 93	nuclear pore complex protein Nup93|93 kDa nucleoporin|nucleoporin 93kDa|nucleoporin Nup93	16q13	16	NC_000016.10	56730129	56850286	plus	25	614351	
9606	Homo sapiens	9170	0	live	LPAR2	EDG-4, EDG4, LPA-2, LPA2	lysophosphatidic acid receptor 2	lysophosphatidic acid receptor 2|G protein-coupled receptor|LPA receptor 2|LPA receptor EDG4|endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 4|lysophosphatidic acid receptor EDG4|lysophosphatidic acid receptor Edg-4	19p13.11	19	NC_000019.10	19623655	19628220	minus	3	605110	
